<node>	<field>	<description>	<type>	<terms>	<pattern>	<maximum>	<minimum>	<options1>	<options2>	<options3>	<options4>	<options5>	<options6>	<options7>	<options8>
rx_outpat	DaysFromAnchorDateToIssueDate	"DaysFromAnchorDateToIssueDate
"	integer												
rx_outpat	DaysFromAnchorDateToLastDispensedDate	"DaysFromAnchorDateToLastDispensedDate
"	integer												
rx_outpat	DaysFromAnchorDateToNextPossibleFillDate	"DaysFromAnchorDateToNextPossibleFillDate
"	integer												
rx_outpat	DaysFromAnchorDateToPriorFillDate	"DaysFromAnchorDateToPriorFillDate
"	integer												
rx_outpat	DaysFromAnchorDateToRxOutpatFillDispensedDate	"DaysFromAnchorDateToRxOutpatFillDispensedDate
"	integer												
rx_outpat	DaysFromAnchorDateToRxOutpatFillExpirationDate	"DaysFromAnchorDateToRxOutpatFillExpirationDate
"	integer												
rx_outpat	DaysFromAnchorDateToRxOutpatFillFillDate	"DaysFromAnchorDateToRxOutpatFillFillDate
"	integer												
rx_outpat	DaysFromAnchorDateToRxOutpatFillIssueDate	"DaysFromAnchorDateToRxOutpatFillIssueDate
"	integer												
rx_outpat	DaysFromAnchorDateToRxOutpatFillLoginDate	"DaysFromAnchorDateToRxOutpatFillLoginDate
"	integer												
rx_outpat	DaysFromAnchorDateToRxOutpatFillReleaseDate	"DaysFromAnchorDateToRxOutpatFillReleaseDate
"	integer												
rx_outpat	DaysFromAnchorDateToRxOutpatFillReturnedToStockDate	"DaysFromAnchorDateToRxOutpatFillReturnedToStockDate
"	integer												
rx_outpat	DaysFromAnchorDateToRxOutpatFillSuspenseHoldDate	"DaysFromAnchorDateToRxOutpatFillSuspenseHoldDate
"	integer												
rx_outpat	DaysFromAnchorDateToRxOutpatFillValidatedDate	"DaysFromAnchorDateToRxOutpatFillValidatedDate
"	integer												
rx_outpat	DaysFromAnchorDateToRxOutpatMedInstructionsIssueDate	"DaysFromAnchorDateToRxOutpatMedInstructionsIssueDate
"	integer												
rx_outpat	DaysFromAnchorDateToRxOutpatSigIssueDate	"DaysFromAnchorDateToRxOutpatSigIssueDate
"	integer												
rx_outpat	DaysSupply	"DaysSupply
"	integer												
rx_outpat	DiscontinueType	"DiscontinueType
"	number												
rx_outpat	DispenseUnits	"DispenseUnits
"	number												
rx_outpat	DrugAllergyFlag	"DrugAllergyFlag
"	string												
rx_outpat	DrugClass	"DrugClass
"	string												
rx_outpat	DrugClassification	"DrugClassification
"	string												
rx_outpat	DrugInteractionAffectedMedication	"DrugInteractionAffectedMedication
"	string												
rx_outpat	DrugInteractionSeverity	"DrugInteractionSeverity
"	string												
rx_outpat	DrugNameWithoutDose	"DrugNameWithoutDose
"	string												
rx_outpat	FillType	"FillType
"	string												
rx_outpat	FinishingTime	"FinishingTime
"	string												
rx_outpat	HeadNeckCancerFlag	"HeadNeckCancerFlag
"	string												
rx_outpat	InstructionNumber	"InstructionNumber
"	number												
rx_outpat	IonizingRadiationFlag	"IonizingRadiationFlag
"	string												
rx_outpat	LocalDrugNameWithDose	"LocalDrugNameWithDose
"	string												
rx_outpat	MailWindow	"MailWindow
"	string												
rx_outpat	MaxRefills	"MaxRefills
"	integer												
rx_outpat	MedRoute	"MedRoute
"	string												
rx_outpat	MilitarySexualTraumaFlag	"MilitarySexualTraumaFlag
"	string												
rx_outpat	NDC	"NDC
"	string												
rx_outpat	PartialPrescriptionFlag	"PartialPrescriptionFlag
"	string												
rx_outpat	PatientStatus	"PatientStatus
"	string												
rx_outpat	Qty	"Qty
"	number												
rx_outpat	QtyNumeric	"QtyNumeric
"	number												
rx_outpat	ReprintFlag	"ReprintFlag
"	string												
rx_outpat	RetransmitFlag	"RetransmitFlag
"	string												
rx_outpat	RxOutpatFill_RxStatus	"RxOutpatFill_RxStatus
"	string												
rx_outpat	RxOutpatFillFillTime	"RxOutpatFillFillTime
"	string												
rx_outpat	RxOutpatFillReleaseTime	"RxOutpatFillReleaseTime
"	string												
rx_outpat	RxOutpatFillReturnedToStockTime	"RxOutpatFillReturnedToStockTime
"	string												
rx_outpat	RxOutpatFillValidatedTime	"RxOutpatFillValidatedTime
"	string												
rx_outpat	RxStatus	"RxStatus
"	string												
rx_outpat	ServiceConnectedFlag	"ServiceConnectedFlag
"	string												
rx_outpat	Sig	"Sig
"	string												
rx_outpat	SWAsiaFlag	"SWAsiaFlag
"	string												
rx_outpat	TradeLabelName	"TradeLabelName
"	string												
rx_outpat	UnderstoodFlag	"UnderstoodFlag
"	string												
rx_outpat	Unit	"Unit
"	string												
rx_outpat	UnitPrice	"UnitPrice
"	number												
patient_means_test	DaysFromAnchorDateToMeansTestDate	"DaysFromAnchorDateToMeansTestDate
"	integer												
patient_means_test	Income	"Income
"	string												
outpat_v_skin_test	Chicago_VisitSID	"Chicago_VisitSID
"	string												
outpat_v_skin_test	DaysFromAnchorDateToEventDate	"DaysFromAnchorDateToEventDate
"	integer												
outpat_v_skin_test	DaysFromAnchorDateToReadDate	"DaysFromAnchorDateToReadDate
"	integer												
outpat_v_skin_test	DaysFromAnchorDateToVisitDate	"DaysFromAnchorDateToVisitDate
"	integer												
outpat_v_skin_test	DaysFromAnchorDateToVSkinTestDate	"DaysFromAnchorDateToVSkinTestDate
"	integer												
outpat_v_skin_test	EditedFlag	"EditedFlag
"	string												
outpat_v_skin_test	EventTime	"EventTime
"	string												
outpat_v_skin_test	Reading	"Reading
"	number												
outpat_v_skin_test	ReadTime	"ReadTime
"	string												
outpat_v_skin_test	Results	"Results
"	string												
outpat_v_skin_test	SkinTest	"SkinTest
"	string												
outpat_v_skin_test	VisitTime	"VisitTime
"	string												
outpat_v_skin_test	VSkinTestTime	"VSkinTestTime
"	string												
surgery_procedure_diagnosis_code	CPTCategory	"CPTCategory
"	string												
surgery_procedure_diagnosis_code	CPTDescription	"CPTDescription
"	string												
surgery_procedure_diagnosis_code	CPTModifier	"CPTModifier
"	string												
surgery_procedure_diagnosis_code	CPTModifierName	"CPTModifierName
"	string												
surgery_procedure_diagnosis_code	CPTName	"CPTName
"	string												
surgery_procedure_diagnosis_code	DaysFromAnchorDateToSurgeryDate	"DaysFromAnchorDateToSurgeryDate
"	integer												
surgery_procedure_diagnosis_code	MajorCPTCategory	"MajorCPTCategory
"	string												
surgery_procedure_diagnosis_code	OtherPostopICD9Code	"OtherPostopICD9Code
"	string												
surgery_procedure_diagnosis_code	OtherPostopICD9Desc	"OtherPostopICD9Desc
"	string												
surgery_procedure_diagnosis_code	PrincipalPostOpICD10Code	"PrincipalPostOpICD10Code
"	string												
surgery_procedure_diagnosis_code	PrincipalPostOpICD10Desc	"PrincipalPostOpICD10Desc
"	string												
surgery_procedure_diagnosis_code	PrincipalPostOpICD9Code	"PrincipalPostOpICD9Code
"	string												
surgery_procedure_diagnosis_code	PrincipalPostOpICD9Desc	"PrincipalPostOpICD9Desc
"	string												
surgery_procedure_diagnosis_code	ServiceConnectedFlag	"ServiceConnectedFlag
"	string												
surgery_procedure_diagnosis_code	SurgeryPrincipalAssociatedDiagnosisICD10Code	"SurgeryPrincipalAssociatedDiagnosisICD10Code
"	string												
surgery_procedure_diagnosis_code	SurgeryPrincipalAssociatedDiagnosisICD10Desc	"SurgeryPrincipalAssociatedDiagnosisICD10Desc
"	string												
surgery_procedure_diagnosis_code	SurgeryPrincipalAssociatedDiagnosisICD9Code	"SurgeryPrincipalAssociatedDiagnosisICD9Code
"	string												
surgery_procedure_diagnosis_code	SurgeryPrincipalAssociatedDiagnosisICD9Desc	"SurgeryPrincipalAssociatedDiagnosisICD9Desc
"	string												
surgery_procedure_diagnosis_code	SurgeryTime	"SurgeryTime
"	string												
read_group	adapter_name		string	_terms.yaml#/adapter_name											
read_group	adapter_sequence		string	_terms.yaml#/adapter_sequence											
read_group	base_caller_name		string	_terms.yaml#/base_caller_name											
read_group	base_caller_version		string	_terms.yaml#/base_caller_version											
read_group	experiment_name		string	_terms.yaml#/experiment_name											
read_group	flow_cell_barcode		string	_terms.yaml#/flow_cell_barcode											
read_group	fragment_maximum_length		integer	_terms.yaml#/fragment_maximum_length											
read_group	fragment_mean_length		number	_terms.yaml#/fragment_mean_length											
read_group	fragment_minimum_length		integer	_terms.yaml#/fragment_minimum_length											
read_group	fragment_standard_deviation_length		number	_terms.yaml#/fragment_standard_deviation_length											
read_group	includes_spike_ins		boolean	_terms.yaml#/includes_spike_ins											
read_group	instrument_model		enum					454 GS FLX Titanium | AB SOLiD 4 | AB SOLiD 2 | AB SOLiD 3 | Complete Genomics | Illumina HiSeq X Ten | Illumina HiSeq X Five | Illumina Genome Analyzer II | Illumina Genome Analyzer IIx | Illumina HiSeq 2000 | Illumina HiSeq 2500 | Illumina HiSeq 4000 | Illumina MiSeq | Illumina NextSeq 500 | Illumina NextSeq 550 | Illumina NovaSeq 6000 | Ion Torrent PGM | Ion Torrent Proton | PacBio RS | Other 							
read_group	is_paired_end		boolean	_terms.yaml#/is_paired_end											
read_group	lane_number		integer	_terms.yaml#/lane_number											
read_group	library_name		string	_terms.yaml#/library_name											
read_group	library_preparation_kit_name		string	_terms.yaml#/library_preparation_kit_name											
read_group	library_preparation_kit_vendor		string	_terms.yaml#/library_preparation_kit_vendor											
read_group	library_preparation_kit_catalog_number		string	_terms.yaml#/library_preparation_kit_catalog_number											
read_group	library_preparation_kit_version		string	_terms.yaml#/library_preparation_kit_version											
read_group	library_selection		enum	_terms.yaml#/library_selection				Hybrid Selection | PCR | Affinity Enrichment | Poly-T Enrichment | Random | rRNA Depletion | miRNA Size Fractionation | Other 							
read_group	library_strand		enum	_terms.yaml#/library_strand				Unstranded | First Stranded | Second Stranded | Not Applicable 							
read_group	library_strategy		enum	_terms.yaml#/library_strategy				WGS | WXS | RNA-Seq | ChIP-Seq | miRNA-Seq | Bisulfite-Seq | Targeted Sequencing | Validation | Amplicon | Other 							
read_group	multiplex_barcode		string	_terms.yaml#/multiplex_barcode											
read_group	platform		enum	_terms.yaml#/platform				Illumina | SOLiD | LS454 | Ion Torrent | Complete Genomics | PacBio | Other 							
read_group	read_group_name	Read Group Name	string												
read_group	read_length	Length of the reads	integer												
read_group	RIN		number	_terms.yaml#/RIN											
read_group	sequencing_center		string	_terms.yaml#/sequencing_center											
read_group	sequencing_date			_definitions.yaml#/datetime											
read_group	size_selection_range		string	_terms.yaml#/size_selection_range											
read_group	spike_ins_concentration		string	_terms.yaml#/spike_ins_concentration											
read_group	spike_ins_fasta		string	_terms.yaml#/spike_ins_fasta											
read_group	target_capture_kit		enum	_terms.yaml#/target_capture_kit				Custom AmpliSeq Cancer Hotspot GENIE-MDA Augmented Panel v1 - 46 Genes | Custom GENIE-DFCI OncoPanel - 275 Genes | Custom GENIE-DFCI Oncopanel - 300 Genes | Custom GENIE-DFCI Oncopanel - 447 Genes | Custom HaloPlex DLBCL Panel - 370 Genes | Custom Ion AmpliSeq Hotspot GENIE-MOSC3 Augmented Panel - 74 Genes | Custom Large Construct Capture TARGET-OS Panel - 8 Genes | Custom MSK IMPACT Panel - 341 Genes | Custom MSK IMPACT Panel - 410 Genes | Custom MSK IMPACT Panel - 468 Genes | Custom Myeloid GENIE-VICC Panel - 37 Genes | Custom PGDX SureSelect CancerSelect VAREPOP-APOLLO Panel - 203 Genes | Custom PGDX SureSelect CancerSelect VAREPOP-APOLLO Panel - 88 Genes | Custom SeqCap EZ HGSC VCRome v2.1 ER Augmented v1 | Custom SeqCap EZ HGSC VCRome v2.1 ER Augmented v2 | Custom SeqCap EZ TARGET-OS Panel - 7.0 Mb | Custom Solid Tumor GENIE-VICC Panel - 34 Genes | Custom SureSelect CGCI-BLGSP Panel - 4.6 Mb | Custom SureSelect GENIE-UHN Panel - 555 Genes | Custom SureSelect TARGET-AML_NBL_WT Panel - 2.8 Mb | Foundation Medicine T5a Panel - 322 Genes | Foundation Medicine T7 Panel - 429 Genes | Ion AmpliSeq Cancer Hotspot Panel v2 | Ion AmpliSeq Comprehensive Cancer Panel | Nextera Rapid Capture Exome v1.2 | SeqCap EZ HGSC VCRome v2.1 | SureSelect Human All Exon v3 | SureSelect Human All Exon v5 | TruSeq Amplicon Cancer Panel | TruSeq Exome Enrichment - 62 Mb | TruSight Myeloid Sequencing Panel | Not Applicable | Unknown 							
read_group	to_trim_adapter_sequence		boolean	_terms.yaml#/to_trim_adapter_sequence											
outpat_v_skin_test_diagnosis	Chicago_VisitSID	"Chicago_VisitSID
"	string												
outpat_v_skin_test_diagnosis	DaysFromAnchorDateToEventDate	"DaysFromAnchorDateToEventDate
"	integer												
outpat_v_skin_test_diagnosis	DaysFromAnchorDateToVisitDate	"DaysFromAnchorDateToVisitDate
"	integer												
outpat_v_skin_test_diagnosis	DaysFromAnchorDateToVSkinTestDate	"DaysFromAnchorDateToVSkinTestDate
"	integer												
outpat_v_skin_test_diagnosis	EventTime	"EventTime
"	string												
outpat_v_skin_test_diagnosis	ICD10Code	"ICD10Code
"	string												
outpat_v_skin_test_diagnosis	ICD10Description	"ICD10Description
"	string												
outpat_v_skin_test_diagnosis	ICD9Code	"ICD9Code
"	string												
outpat_v_skin_test_diagnosis	ICD9Description	"ICD9Description
"	string												
outpat_v_skin_test_diagnosis	OrdinalNumber	"OrdinalNumber
"	integer												
outpat_v_skin_test_diagnosis	VisitTime	"VisitTime
"	string												
outpat_v_skin_test_diagnosis	VSkinTestTime	"VSkinTestTime
"	string												
